id,Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
710,Male,24.920362,1.782067,117.8972,yes,yes,1.975675,2.574108,Sometimes,no,2.759246,no,1.866839,0.0,Sometimes,Public_Transportation,Obesity_Type_II
711,Female,31.194458,1.661712,73.501233,yes,yes,2.0,3.0,Sometimes,no,2.952506,no,0.132629,0.27319,Sometimes,Public_Transportation,Overweight_Level_I
712,Male,31.205668,1.829757,120.399758,yes,yes,2.262292,3.0,Sometimes,no,2.165804,no,0.92635,0.0,Sometimes,Automobile,Obesity_Type_II
713,Female,21.051982,1.683502,131.877558,yes,yes,3.0,3.0,Sometimes,no,1.797041,no,1.708971,0.925843,Sometimes,Public_Transportation,Obesity_Type_III
714,Male,26.734476,1.656504,111.946655,yes,yes,1.369529,3.0,Sometimes,no,2.715572,no,0.0,0.127443,Sometimes,Public_Transportation,Obesity_Type_II
715,Female,21.682367,1.732383,133.043941,yes,yes,3.0,3.0,Sometimes,no,2.825629,no,1.329367,0.849236,Sometimes,Public_Transportation,Obesity_Type_III
716,Female,16.240576,1.799902,49.932199,no,yes,3.0,3.737914,Sometimes,no,1.663213,no,1.235675,0.930926,Sometimes,Automobile,Insufficient_Weight
717,Female,20.0,1.61,64.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,3.0,0.0,no,Automobile,Normal_Weight
718,Female,19.0,1.68,45.0,yes,yes,3.0,3.0,Sometimes,no,1.0,yes,1.0,0.0,Sometimes,Automobile,Insufficient_Weight
719,Female,18.976968,1.782453,137.852618,yes,yes,3.0,3.0,Sometimes,no,2.748909,no,1.989171,0.832515,Sometimes,Public_Transportation,Obesity_Type_III
720,Male,17.038222,1.711467,51.588874,no,yes,2.0,2.057935,Sometimes,no,2.0,no,0.288032,1.97117,Sometimes,Public_Transportation,Insufficient_Weight
721,Male,23.0,1.72,95.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,2.0,no,Public_Transportation,Obesity_Type_I
722,Male,27.899784,1.8,87.803311,no,no,3.0,3.0,Sometimes,no,3.0,no,1.0,0.0,no,Automobile,Overweight_Level_I
723,Male,22.582371,1.456346,62.894283,no,no,2.0,2.622055,Sometimes,no,1.131169,no,0.11964,0.453404,Sometimes,Public_Transportation,Overweight_Level_I
724,Female,21.81119,1.55,62.211572,yes,yes,2.81646,1.0,Sometimes,no,3.0,no,1.94907,0.0,Sometimes,Public_Transportation,Overweight_Level_I
725,Female,26.0,1.622703,105.580491,yes,yes,3.0,3.0,Sometimes,no,2.351207,no,0.0,0.481031,Sometimes,Public_Transportation,Obesity_Type_III
726,Male,21.0,1.7,70.0,no,yes,2.0,1.0,no,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
727,Male,28.39124,1.910672,129.013178,yes,yes,2.568063,3.0,Sometimes,no,1.0,no,1.461005,0.0,Sometimes,Public_Transportation,Obesity_Type_II
728,Male,23.0,1.706082,51.881263,yes,yes,2.748243,3.0,Sometimes,no,1.85916,no,0.906843,1.593704,Sometimes,Automobile,Insufficient_Weight
729,Female,22.0,1.59,45.0,no,yes,3.0,3.0,Frequently,no,2.0,yes,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
730,Male,21.0,1.65,70.0,yes,yes,2.0,3.0,Sometimes,no,3.0,yes,3.0,0.0,no,Walking,Overweight_Level_I
731,Male,18.0,1.80671,108.921218,yes,yes,2.0,2.279546,Sometimes,no,1.937674,no,1.0,1.516731,no,Public_Transportation,Obesity_Type_I
732,Male,22.518787,1.708071,75.62931,yes,yes,2.0,3.0,Sometimes,no,1.873004,no,0.129902,1.0,Sometimes,Public_Transportation,Overweight_Level_I
733,Male,29.911246,1.909188,129.852531,yes,yes,2.630137,3.0,Sometimes,no,1.0,no,1.952427,0.0,Sometimes,Public_Transportation,Obesity_Type_II
734,Female,17.0,1.6,55.0,yes,yes,2.0,4.0,Sometimes,no,2.0,no,1.0,2.0,Frequently,Public_Transportation,Normal_Weight
735,Male,23.0,1.72,62.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Walking,Normal_Weight
736,Male,29.509151,1.829239,108.308112,yes,yes,2.846452,3.0,Sometimes,no,2.038128,no,1.0,1.551934,Sometimes,Automobile,Obesity_Type_II
737,Female,21.760734,1.73581,135.346677,yes,yes,3.0,3.0,Sometimes,no,2.72005,no,1.618512,0.868788,Sometimes,Public_Transportation,Obesity_Type_III
738,Female,19.94814,1.530884,39.371523,no,yes,1.522001,3.0,Sometimes,no,1.98126,no,2.306844,1.0,Sometimes,Public_Transportation,Insufficient_Weight
739,Male,30.577343,1.879144,111.878132,yes,yes,2.049112,3.0,Sometimes,no,2.054193,no,0.0,0.138563,Sometimes,Automobile,Obesity_Type_II
740,Male,21.0,1.68,75.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
741,Male,18.0,1.75,93.0,yes,yes,3.0,1.0,Sometimes,no,1.0,no,0.0,2.0,Frequently,Public_Transportation,Obesity_Type_I
742,Female,22.99368,1.716545,51.592224,yes,yes,2.661556,3.0,Frequently,no,1.0,no,0.520407,1.0,no,Public_Transportation,Insufficient_Weight
743,Female,21.0,1.72,50.0,no,yes,3.0,4.0,Sometimes,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
744,Female,23.0,1.57,50.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,2.0,2.0,Sometimes,Public_Transportation,Normal_Weight
745,Female,26.0,1.641849,111.208963,yes,yes,3.0,3.0,Sometimes,no,2.319912,no,0.0,0.635867,Sometimes,Public_Transportation,Obesity_Type_III
746,Female,21.0,1.7,50.0,no,yes,3.0,3.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
747,Female,26.0,1.65782,111.946655,yes,yes,3.0,3.0,Sometimes,no,2.737091,no,0.0,0.037078,Sometimes,Public_Transportation,Obesity_Type_III
748,Female,19.0,1.54,58.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,2.0,0.0,no,Public_Transportation,Normal_Weight
749,Female,18.0,1.628855,82.523113,yes,yes,1.518966,2.99321,Sometimes,no,1.326165,no,0.520989,0.0,no,Public_Transportation,Obesity_Type_I
750,Female,18.112503,1.816868,142.559161,yes,yes,3.0,3.0,Sometimes,no,2.895614,no,1.488843,0.808599,Sometimes,Public_Transportation,Obesity_Type_III
751,Female,18.423482,1.73945,133.03441,yes,yes,3.0,3.0,Sometimes,no,2.835622,no,1.99507,0.59927,Sometimes,Public_Transportation,Obesity_Type_III
752,Female,18.120739,1.817917,152.473675,yes,yes,3.0,3.0,Sometimes,no,2.154326,no,1.999836,0.957463,Sometimes,Public_Transportation,Obesity_Type_III
753,Female,18.216032,1.532733,41.220175,no,yes,2.619835,1.0,Sometimes,no,1.490613,no,1.92628,0.55415,Sometimes,Public_Transportation,Insufficient_Weight
754,Female,21.785351,1.736215,132.527011,yes,yes,3.0,3.0,Sometimes,no,1.774778,no,1.858554,0.926443,Sometimes,Public_Transportation,Obesity_Type_III
755,Male,25.486521,1.77433,114.480696,yes,yes,2.02472,3.0,Sometimes,no,2.01051,no,1.066101,0.0,Sometimes,Public_Transportation,Obesity_Type_II
756,Female,21.016623,1.730379,75.0,yes,yes,1.220024,3.520555,Sometimes,no,1.074048,no,1.078074,0.0,Sometimes,Public_Transportation,Overweight_Level_I
757,Female,26.0,1.641918,111.933152,yes,yes,3.0,3.0,Sometimes,no,1.911379,no,0.0,0.088236,Sometimes,Public_Transportation,Obesity_Type_III
758,Male,22.0,1.78,70.0,yes,no,2.0,4.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight
759,Female,26.0,1.640741,111.933152,yes,yes,3.0,3.0,Sometimes,no,2.770732,no,0.0,0.167272,Sometimes,Public_Transportation,Obesity_Type_III
760,Male,24.0,1.8,63.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight
761,Female,19.0,1.6,45.0,no,yes,3.0,3.0,Sometimes,no,2.0,yes,1.0,0.0,no,Public_Transportation,Insufficient_Weight
762,Female,40.0,1.57,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Automobile,Obesity_Type_I
763,Female,30.607546,1.674515,79.661693,yes,yes,2.901924,3.0,Sometimes,no,1.029798,no,0.371508,0.0,no,Automobile,Overweight_Level_II
764,Male,22.377998,1.838266,95.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,1.02975,1.281141,Sometimes,Public_Transportation,Overweight_Level_II
765,Male,18.0,1.74,72.0,yes,yes,3.0,3.0,Sometimes,no,1.0,no,3.0,2.0,Sometimes,Public_Transportation,Normal_Weight
766,Female,25.0,1.61,61.0,no,yes,3.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
767,Male,24.006271,1.762921,113.207124,yes,yes,2.823179,3.0,Sometimes,no,2.028368,no,0.656548,0.0026,Sometimes,Public_Transportation,Obesity_Type_II
768,Female,17.0,1.58,53.5,yes,yes,2.0,1.0,Frequently,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight
769,Female,26.0,1.631856,104.94582,yes,yes,3.0,3.0,Sometimes,no,2.554007,no,0.0,0.519905,Sometimes,Public_Transportation,Obesity_Type_III
770,Male,22.829753,1.84995,121.737836,yes,yes,2.037585,2.650088,Sometimes,no,1.645338,no,1.299469,0.0,Sometimes,Public_Transportation,Obesity_Type_II
771,Female,23.0,1.67,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,2.0,Sometimes,Public_Transportation,Overweight_Level_II
772,Male,19.0,1.8,60.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight
773,Female,21.012542,1.859717,121.657979,yes,yes,3.0,3.0,Sometimes,no,1.738959,no,0.970661,0.738935,Sometimes,Public_Transportation,Obesity_Type_III
774,Female,22.771612,1.603923,82.0,yes,yes,3.0,3.0,Sometimes,no,1.744628,no,0.0,0.503896,no,Public_Transportation,Obesity_Type_I
775,Male,21.962426,1.770126,96.078462,yes,yes,2.0,2.18162,Sometimes,no,2.816015,no,1.096556,0.0,no,Public_Transportation,Obesity_Type_I
776,Male,24.443011,1.75,117.93329,yes,yes,2.065752,3.0,Sometimes,no,2.170225,no,1.980738,0.0,Sometimes,Automobile,Obesity_Type_II
777,Female,18.0,1.76,51.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
778,Female,26.0,1.629727,110.818757,yes,yes,3.0,3.0,Sometimes,no,2.70485,no,0.0,0.926565,Sometimes,Public_Transportation,Obesity_Type_III
779,Female,19.058511,1.752206,133.346641,yes,yes,3.0,3.0,Sometimes,no,2.868167,no,1.465931,0.627886,Sometimes,Public_Transportation,Obesity_Type_III
780,Male,20.744839,1.919543,102.950929,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.791929,0.0,Sometimes,Public_Transportation,Obesity_Type_I
781,Male,30.551762,1.741393,112.289883,yes,yes,2.111887,3.0,Sometimes,no,2.017602,no,0.0,1.108145,Sometimes,Automobile,Obesity_Type_II
782,Male,21.0,1.636592,83.0,yes,yes,2.0,1.532833,Sometimes,no,1.426874,no,1.0,0.0,no,Public_Transportation,Overweight_Level_II
783,Male,27.0,1.67,80.0,no,yes,3.0,3.0,Sometimes,no,1.0,no,1.0,1.0,no,Automobile,Overweight_Level_II
784,Male,22.0,1.78,105.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I
785,Female,25.920738,1.641132,104.950776,yes,yes,3.0,3.0,Sometimes,no,2.815293,no,0.067985,0.452236,Sometimes,Public_Transportation,Obesity_Type_III
786,Male,23.0,1.71,71.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,3.0,1.0,Sometimes,Public_Transportation,Normal_Weight
787,Male,19.0,1.78,110.81746,yes,yes,2.0,4.0,Sometimes,no,3.0,no,2.0,0.0,no,Public_Transportation,Obesity_Type_I
788,Male,25.659092,1.758972,117.631707,yes,yes,2.065752,3.0,Sometimes,no,2.531984,no,1.003294,0.0,Sometimes,Public_Transportation,Obesity_Type_II
789,Female,22.978655,1.667852,114.479459,yes,yes,3.0,3.0,Sometimes,no,2.310076,no,0.192559,0.947192,Sometimes,Public_Transportation,Obesity_Type_III
790,Female,26.0,1.624576,110.803117,yes,yes,3.0,3.0,Sometimes,no,2.704827,no,0.0,0.322666,Sometimes,Public_Transportation,Obesity_Type_III
791,Female,16.0,1.61,64.0,no,no,2.0,3.0,Sometimes,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Normal_Weight
792,Male,21.0,1.799902,95.887056,yes,yes,2.0,3.0,Sometimes,no,2.106861,no,3.0,1.672508,no,Public_Transportation,Obesity_Type_I
793,Female,39.135634,1.643892,80.0,yes,yes,2.0,3.0,Sometimes,no,1.984323,no,1.299469,0.0,Sometimes,Automobile,Obesity_Type_I
794,Female,25.934757,1.580968,102.950929,yes,yes,3.0,3.0,Sometimes,no,1.023328,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_III
795,Male,23.0,1.74,75.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
796,Male,30.796262,1.65,111.946655,yes,yes,1.0816,3.0,Sometimes,no,1.0,no,0.0,0.062488,Sometimes,Public_Transportation,Obesity_Type_II
797,Female,23.0,1.64,94.790579,yes,yes,2.0,3.0,Sometimes,no,1.490613,no,0.652736,1.0,no,Public_Transportation,Obesity_Type_I
798,Female,23.0,1.64,59.8,yes,no,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Walking,Normal_Weight
799,Male,19.0,1.7,70.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,no,Public_Transportation,Normal_Weight
800,Female,18.0,1.65,50.0,yes,yes,1.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
801,Female,35.483601,1.611356,86.098523,yes,yes,2.883745,2.870005,Sometimes,no,2.975528,no,1.853425,0.0,Sometimes,Automobile,Obesity_Type_I
802,Male,20.0,1.65,80.0,no,yes,2.0,3.0,Sometimes,no,3.0,no,2.0,1.0,no,Public_Transportation,Overweight_Level_II
803,Male,26.740655,1.848553,120.202596,yes,yes,2.247795,3.0,Sometimes,no,2.816015,no,0.712726,0.0,Sometimes,Public_Transportation,Obesity_Type_II
804,Female,22.0,1.72,50.0,yes,yes,3.0,3.0,Sometimes,no,3.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
805,Male,21.0,1.78,64.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
806,Male,30.71516,1.909639,129.852531,yes,yes,2.839048,3.0,Sometimes,no,1.229171,no,1.392026,1.771135,Sometimes,Public_Transportation,Obesity_Type_II
807,Male,21.0,1.82,72.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight
808,Female,18.0,1.73,50.0,no,yes,3.0,4.0,Frequently,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
809,Male,37.492444,1.705218,102.13682,yes,yes,2.0,1.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Automobile,Obesity_Type_I
810,Female,25.834018,1.62847,104.966758,yes,yes,3.0,3.0,Sometimes,no,2.225139,no,0.083675,0.539876,Sometimes,Public_Transportation,Obesity_Type_III
811,Male,18.10682,1.751038,103.743534,yes,yes,2.910733,2.122545,Sometimes,no,2.702789,no,1.910432,1.0,no,Public_Transportation,Obesity_Type_I
812,Male,23.0,1.87,66.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,3.0,0.0,Sometimes,Public_Transportation,Normal_Weight
813,Male,18.0,1.7,50.0,no,yes,2.0,3.0,Frequently,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
814,Female,33.0,1.67,77.0,yes,yes,3.0,3.0,Frequently,no,3.0,no,2.0,0.0,no,Automobile,Overweight_Level_II
815,Female,21.0,1.68,78.0,yes,yes,2.0,1.0,Sometimes,no,3.0,no,2.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
816,Male,21.009596,1.754217,116.164351,yes,yes,1.889883,2.372339,Sometimes,no,2.0,no,0.0,1.980875,Sometimes,Public_Transportation,Obesity_Type_I
817,Female,19.091346,1.603923,45.0,no,no,3.0,3.0,Frequently,no,2.768325,yes,1.60195,0.0,Sometimes,Public_Transportation,Insufficient_Weight
818,Female,18.0,1.6,82.0,yes,yes,1.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Obesity_Type_I
819,Male,21.814653,1.836669,105.696358,yes,yes,2.0,3.0,Sometimes,no,3.0,no,0.001086,1.609773,Sometimes,Public_Transportation,Obesity_Type_I
820,Male,19.0,1.812472,85.0,yes,yes,2.758394,1.894384,Sometimes,no,2.174371,no,1.0,0.7939,Sometimes,Public_Transportation,Overweight_Level_I
821,Male,20.0,1.8,60.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Normal_Weight
822,Female,18.024853,1.699474,50.0,no,yes,2.0,1.0,Sometimes,no,1.0,no,0.902095,0.0,no,Public_Transportation,Overweight_Level_I
823,Female,18.10682,1.640824,83.285753,yes,yes,2.0,3.0,Sometimes,no,1.992548,no,0.891062,1.967259,no,Public_Transportation,Obesity_Type_I
824,Male,31.333798,1.86714,121.310257,yes,yes,2.341999,3.0,Sometimes,no,1.85916,no,0.992253,0.0,Sometimes,Automobile,Obesity_Type_II
825,Female,25.991886,1.611462,107.10819,yes,yes,3.0,3.0,Sometimes,no,2.856521,no,0.067329,0.803141,Sometimes,Public_Transportation,Obesity_Type_III
826,Female,25.943827,1.694969,104.839068,yes,yes,3.0,3.0,Sometimes,no,1.603549,no,0.0,0.680746,Sometimes,Public_Transportation,Obesity_Type_III
827,Male,25.66668,1.796415,120.420406,yes,yes,2.96405,3.0,Sometimes,no,2.715252,no,1.168368,0.885532,Sometimes,Public_Transportation,Obesity_Type_II
828,Male,18.0,1.791867,108.9606,yes,yes,2.0,1.867836,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Obesity_Type_I
829,Female,18.0,1.59,53.0,no,yes,2.0,3.0,Frequently,no,2.0,no,0.0,2.0,Sometimes,Public_Transportation,Normal_Weight
830,Male,17.0,1.751631,45.0,no,yes,2.596364,3.0,Frequently,no,2.0,no,2.0,1.465479,Sometimes,Public_Transportation,Insufficient_Weight
831,Female,25.96701,1.668555,104.741914,yes,yes,3.0,3.0,Sometimes,no,2.896088,no,0.260543,0.604422,Sometimes,Public_Transportation,Obesity_Type_III
832,Female,39.0,1.58,80.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.0,0.0,Sometimes,Automobile,Obesity_Type_I
833,Male,19.0,1.85,155.872093,yes,yes,3.0,3.0,Sometimes,no,3.0,no,3.0,7.3e-05,Sometimes,Public_Transportation,Obesity_Type_I
834,Female,26.0,1.640125,111.00492,yes,yes,3.0,3.0,Sometimes,no,2.704507,no,0.0,0.322666,Sometimes,Public_Transportation,Obesity_Type_III
835,Female,25.0,1.6,68.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Motorbike,Overweight_Level_I
836,Male,24.825398,1.849425,121.657979,yes,yes,2.0,2.669766,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
837,Male,19.0,1.8,60.0,yes,yes,3.0,4.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
838,Female,18.0,1.65,91.0,yes,yes,1.0,3.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I
839,Male,21.0,1.7,80.0,yes,yes,3.0,1.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
840,Male,27.968765,1.801478,118.668332,yes,yes,2.997524,3.0,Sometimes,no,2.207978,no,0.598655,0.426465,Sometimes,Automobile,Obesity_Type_II
841,Male,34.0,1.7,83.0,yes,yes,3.0,1.0,Sometimes,no,3.0,no,1.0,0.0,Sometimes,Motorbike,Overweight_Level_II
842,Female,25.919241,1.611452,102.921218,yes,yes,3.0,3.0,Sometimes,no,1.020313,no,0.05093,1.0,Sometimes,Public_Transportation,Obesity_Type_III
843,Female,26.0,1.629727,111.226032,yes,yes,3.0,3.0,Sometimes,no,2.609052,no,0.01586,0.09776,Sometimes,Public_Transportation,Obesity_Type_III
844,Male,27.0,1.657132,99.709329,yes,yes,2.76632,1.262831,Sometimes,no,2.0,no,1.089344,0.395979,no,Public_Transportation,Obesity_Type_II
845,Female,18.0,1.55,80.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,1.0,no,Public_Transportation,Obesity_Type_I
846,Male,18.0,1.703584,51.607091,no,yes,1.096455,3.0,Sometimes,no,2.450069,no,0.083675,1.670313,Sometimes,Public_Transportation,Insufficient_Weight
847,Female,21.056059,1.658393,80.907833,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.194519,0.0,no,Public_Transportation,Overweight_Level_II
848,Female,22.679935,1.630927,66.126964,yes,yes,3.0,3.0,Sometimes,no,2.45126,no,1.352663,0.127879,Sometimes,Public_Transportation,Overweight_Level_I
849,Male,19.0,1.69,60.0,no,yes,2.0,4.0,Sometimes,no,2.0,no,2.0,1.0,no,Public_Transportation,Normal_Weight
850,Male,34.389906,1.792998,84.729197,yes,yes,2.0,3.0,Sometimes,no,2.450069,no,0.922739,0.0,no,Automobile,Overweight_Level_II
851,Female,21.008051,1.65,88.126544,yes,yes,2.465575,1.00061,Sometimes,no,3.0,no,0.432813,1.616826,no,Public_Transportation,Obesity_Type_I
852,Female,28.393111,1.523426,79.621463,yes,yes,2.0,3.0,Sometimes,no,2.001936,no,1.079934,0.0,no,Automobile,Obesity_Type_I
853,Male,25.991194,1.738702,85.002884,yes,yes,2.00876,1.80815,Sometimes,no,2.331123,no,0.127425,0.966181,Sometimes,Public_Transportation,Overweight_Level_II
854,Male,21.0,1.7,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,2.0,no,Public_Transportation,Overweight_Level_II
855,Female,21.19011,1.698829,78.88036,yes,yes,3.0,2.993856,Sometimes,no,1.965237,no,0.108948,1.256119,no,Public_Transportation,Overweight_Level_II
856,Female,25.962949,1.644053,104.741914,yes,yes,3.0,3.0,Sometimes,no,2.632498,no,0.05093,0.438216,Sometimes,Public_Transportation,Obesity_Type_III
857,Female,34.29016,1.673333,84.803311,yes,yes,2.0,1.820779,Sometimes,no,1.077253,no,1.304291,0.0,no,Automobile,Obesity_Type_I
858,Female,18.0,1.7,50.0,yes,yes,3.0,3.0,Frequently,no,2.0,no,2.0,1.0,no,Public_Transportation,Insufficient_Weight
859,Female,19.0,1.57,60.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Walking,Normal_Weight
860,Female,26.0,1.650125,111.939671,yes,yes,3.0,3.0,Sometimes,no,2.770732,no,0.0,0.237307,Sometimes,Public_Transportation,Obesity_Type_III
861,Male,22.0,1.75,95.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,3.0,2.0,no,Public_Transportation,Obesity_Type_I
862,Female,42.31607,1.566501,75.0,yes,yes,3.0,1.941307,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Automobile,Obesity_Type_I
863,Female,21.334585,1.738836,131.529267,yes,yes,3.0,3.0,Sometimes,no,1.678791,no,1.429256,0.857438,Sometimes,Public_Transportation,Obesity_Type_III
864,Male,17.0,1.78,60.0,yes,yes,3.0,1.0,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Walking,Normal_Weight
865,Female,21.938831,1.608914,133.662583,yes,yes,3.0,3.0,Sometimes,no,1.030501,no,1.92628,0.59927,Sometimes,Public_Transportation,Obesity_Type_III
866,Male,30.605225,1.75,120.0,yes,yes,2.758394,3.981997,Sometimes,yes,2.174248,no,0.920476,1.358163,Sometimes,Automobile,Obesity_Type_II
867,Female,22.0,1.62,70.0,yes,yes,2.0,1.0,Frequently,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
868,Female,18.0,1.697421,71.803527,yes,no,3.0,1.0,Sometimes,no,3.0,no,0.336814,1.959217,no,Public_Transportation,Overweight_Level_I
869,Female,18.0,1.7,50.0,yes,yes,3.0,3.0,Frequently,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
870,Female,18.281092,1.7,50.0,no,yes,1.005578,3.281391,Sometimes,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
871,Male,18.0,1.78,108.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,no,Public_Transportation,Obesity_Type_I
872,Male,22.0,1.75,58.0,no,yes,2.0,4.0,Sometimes,no,2.0,no,2.0,0.0,no,Public_Transportation,Insufficient_Weight
873,Female,23.0,1.56,48.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Normal_Weight
874,Female,26.0,1.632377,105.448264,yes,yes,3.0,3.0,Sometimes,no,2.654636,no,0.0,0.37465,Sometimes,Public_Transportation,Obesity_Type_III
875,Female,21.682636,1.762921,133.952675,yes,yes,3.0,3.0,Sometimes,no,2.868167,no,1.441791,0.911335,Sometimes,Public_Transportation,Obesity_Type_III
876,Female,19.0,1.51,45.0,yes,yes,2.0,3.0,Sometimes,no,1.0,yes,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight
877,Female,26.0,1.62439,111.00492,yes,yes,3.0,3.0,Sometimes,no,2.704315,no,0.0,0.322666,Sometimes,Public_Transportation,Obesity_Type_III
878,Female,22.970655,1.710182,51.107925,yes,yes,2.96008,3.0,Frequently,no,2.654636,no,0.750111,1.0,no,Public_Transportation,Insufficient_Weight
879,Male,32.0,1.88,90.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,1.0,Sometimes,Automobile,Overweight_Level_II
880,Female,19.16097,1.523426,42.0,no,yes,3.0,3.731212,Frequently,no,1.815293,no,0.0,0.127673,Sometimes,Public_Transportation,Insufficient_Weight
881,Female,18.0,1.55,45.0,yes,yes,3.0,4.0,Frequently,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
882,Male,23.411141,1.86741,121.244969,yes,yes,2.600217,2.954446,Sometimes,no,1.968796,no,1.587406,0.0,Sometimes,Public_Transportation,Obesity_Type_II
883,Male,20.0,1.75,75.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
884,Male,27.266287,1.82697,120.805715,yes,yes,2.341999,3.0,Sometimes,no,2.154949,no,0.976425,0.396352,Sometimes,Public_Transportation,Obesity_Type_II
885,Male,20.0,1.7,70.0,yes,yes,2.0,3.0,Frequently,no,3.0,yes,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
886,Female,18.152876,1.586895,39.695295,no,yes,2.512719,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
887,Female,18.128249,1.608914,82.595793,yes,yes,2.05687,3.0,Sometimes,no,1.880967,no,0.1768,0.789064,no,Public_Transportation,Obesity_Type_I
